words,frequency
runtiina,3
runtiyo,1
runtoo,5
runtooda,1
runtu,1
runtuu,1
runwayga,1
ruq,1
ruqaansad,1
ruqaansan,1
ruqaansasho,5
ruqaansi,1
ruqaanso,2
ruqatay,1
ruqday,2
ruqiya,1
ruqiyaay,3
ruqiyooy,1
ruqo,2
ruqsad,1
ruqsadbixinta,2
ruqsasho,1
ruqsee,1
ruqso,4
ruqur,1
ruquus,2
ruquusid,1
rurumadii,1
rush,1
rushayn,1
rushays,1
rushaysan,1
rushaysnaan,1
rushaysnaansho,1
rushayso,1
rushee,1
rusheeyay,3
rusheeyoo,1
rutii,1
ruub,2
ruubad,1
ruubasho,1
ruubi,1
ruubid,2
ruubin,1
ruubis,1
ruubo,1
ruug,1
ruuga,1
ruugaami,1
ruugaamin,1
ruugaamis,1
ruugaan,1
ruugagu,1
ruugan,1
ruugey,1
ruugid,4
ruugin,15
ruugiyo,1
ruugnaan,1
ruugto,3
ruumaan,5
ruun,10
ruuneey,3
ruuney,49
ruuq,1
ruuqaansad,1
ruuqaanso,1
ruur,1
ruuri,2
ruushka,2
ruux,300
ruuxa,71
ruuxaad,35
ruuxaaga,7
ruuxaan,37
ruuxaanad,1
ruuxaani,1
ruuxaanu,1
ruuxagii,3
ruuxan,1
ruuxay,7
ruuxaydan,1
ruuxba,9
ruuxdaadu,3
ruuxe,1
ruuxey,9
ruuxgoo,1
ruuxi,6
ruuxiga,3
ruuxii,97
ruuxiyo,1
ruuxna,13
ruuxnaba,3
ruuxoon,1
ruuxuu,5
ruuxuunbey,1
ruuxyaroo,7
rux,2
ruxaa,3
ruxaad,5
ruxaan,1
ruxaayee,1
ruxaayoo,7
ruxad,1
ruxan,3
ruxashada,1
ruxasho,6
ruxay,1
ruxayaan,3
ruxday,1
ruxdo,1
ruxdoo,5
ruxeeda,1
ruxid,12
ruxii,19
ruxmanayee,1
ruxmasho,1
ruxmo,2
ruxmoo,1
ruxna,1
ruxnaan,1
ruxnaansho,1
ruxo,4
ruxruxasho,1
ruxruxid,1
ruxuu,5
ruxuunbey,1
rxay,6
rxi,6
ryar,1
ryay,12
ryi,13
ryo,22
s,2
sa,1
saa,14
saaaraayaa,1
saaariddii,1
saaas,1
saab,19
saabaan,1
saabaanka,1
saaban,2
saabasho,1
saabay,1
saabaysatay,1
saabbuun,3
saabbuunee,1
saabcaaree,1
saabi,2
saabil,1
saabin,1
saabis,1
saabka,9
saabkeeda,1
saabku,1
saablayda,3
saableeda,1
saabley,6
saableyda,16
saabnaan,2
saabnaansho,2
saabo,2
saabsaan,1
saabsan,53
saabsanaan,2
saabsanaansho,2
saabsasho,1
saabshee,1
saabso,1
saabtay,1
saabtee,3
saabteen,1
saabuun,5
saabuunta,1
saac,15
saaca,1
saacad,16
saacada,1
saacadaan,3
saacadaha,1
saacadan,1
saacadba,1
saacaddii,1
saacadey,3
saacadii,5
saacadiisiyoo,1
saacado,1
saacadood,7
saacan,5
saacee,3
saaci,1
saacid,1
saacida,3
saacidaa,3
saacidaan,1
saaciday,1
saacidaye,1
saacidi,1
saacidin,1
saacidkiisa,1
saacii,9
saaciyo,5
saacu,3
saad,5
saada,1
saadaal,12
saadaali,1
saadaalin,5
saadaalinaayoo,1
saadaalinaysoo,3
saadaaliyee,3
saadaaliyo,2
saadaasha,11
saadaashaan,1
saadaashu,5
saadaashuna,3
saadambana,1
saadanbay,1
saadanbiyo,1
saadasha,3
saaddambe,4
saadi,1
saadii,11
saadin,2
saadinaayee,1
saadir,1
saadis,1
saadiyuu,1
saado,81
saadsad,1
saadsanine,3
saadsasho,3
saadshaa,1
saadshay,3
saadsho,3
saadsi,1
saadso,1
saaf,4
saafan,2
saafay,1
saafi,85
saafid,11
saafidda,4
saafideyda,1
saafideydu,11
saafinnimo,1
saafir,1
saafiyay,3
saafiyeey,5
saafiyoo,1
saafkii,1
saafnaan,1
saafnaansho,1
saafoo,1
saaftayoo,3
saafteen,1
saaftey,1
saaftoo,1
saagooti,2
saagootiyid,3
saagtey,1
saahid,2
saahiday,3
saahidey,3
saaid,10
saaidcalayn,1
saaidcalee,1
saaidooya,1
saaj,1
saajac,1
saaka,27
saakaan,9
saakalahan,1
saakana,19
saakay,2
saakee,5
saakimay,1
saakuun,4
saalada,1
saaladeeda,1
saaladiisa,1
saalax,40
saalaxweetee,1
saalim,3
saalo,6
saalooniyoo,3
saamaan,1
saamaha,3
saamax,2
saamaxaad,1
saamaxaayee,1
saamaxayoo,3
saamayn,5
saamaynta,2
saamays,4
saamaysa,1
saamayso,1
saamee,1
saameeshay,3
saameeya,3
saameeyaan,3
saameeyey,3
saameeyo,4
saameynaya,1
saameysa,4
saameysay,1
saami,17
saamiga,28
saamigal,1
saamiggal,11
saamigii,5
saamile,1
saamiloow,3
saamiya,1
saamiyada,1
saamiyid,1
saamjiid,1
saamo,3
saan,75
saana,5
saanadii,1
saanaho,1
saancad,5
saancaddaale,1
saancaddo,1
saancade,1
saandabe,5
saandambee,1
saandambeedi,1
saangamnaan,2
saangan,5
saangannaan,2
saangannaansho,1
saangur,2
saani,2
saanifad,1
saanqaad,2
saanqaadid,1
saanqaaf,1
saansaan,1
saansaankan,1
saanta,17
saantaad,1
saantee,1
saantii,1
saantiyo,1
saanto,1
saantoo,1
saanyadaad,1
saanyaday,9
saanyado,3
saanyadoo,1
saanyasho,2
saanyee,1
saanyid,1
saanyo,2
saanyoo,1
saanyood,1
saaq,2
saaqa,2
saaqan,4
saaqay,1
saaqayee,1
saaqayoo,3
saaqday,5
saaqdee,11
saaqdey,1
saaqdiyo,1
saaqdoo,3
saaqey,3
saaqeynin,1
saaqid,2
saaqidiyey,1
saaqmay,1
saaqnaan,2
saaqnaansho,1
saaqsan,1
saaqsanaan,2
saaqsanaansho,1
saar,125
saara,33
saaraa,52
saaraad,1
saaraan,22
saaraayaa,1
saaraayee,1
saaraba,3
saarahaa,1
saaraleh,1
saaran,99
saarane,3
saarani,1
saaranoo,3
saarantahay,2
saaranyahay,3
saarasho,28
saaratoo,3
saaray,88
saaraya,1
saarayaa,3
saaraye,3
saarayee,7
saarayo,14
saare,3
saaree,55
saareen,9
saareey,1
saareeya,11
saarey,13
saareyn,3
saari,18
saarid,121
saaridda,22
saarin,25
saarine,29
saarinne,1
saarinoo,5
saarista,1
saariyo,11
saarka,24
saarkooda,1
saarku,1
saarle,7
saarley,1
saarna,1
saarnaa,7
saarnaan,1
saarnaansho,1
saarnaayeen,1
saarnayd,1
saarnayn,4
saarne,3
saarnee,15
saarno,1
saarnoo,1
saaro,167
saaroo,15
saaroon,13
saarrey,1
saarsaaran,4
saarsaarnaansho,1
saarso,1
saarta,9
saartaa,7
saartaad,1
saartaan,6
saartaayee,7
saartay,25
saartayee,5
saartayoo,1
saarte,15
saartee,35
saarteen,3
saartey,9
saartid,1
saartiyo,1
saarto,14
saartoo,7
saartood,1
saaruq,3
saaruukh,2
saarye,1
saaryee,3
saas,2
saasa,7
saasad,1
saasbey,1
saase,1
saatir,11
saatirkaa,5
saatirkii,3
saatirku,1
saawasaawiyo,3
saawayn,1
saawee,2
saawiray,1
saawirmeen,1
saaxi,26
saaxiddeyda,1
saaxiib,25
saaxiibad,1
saaxiibid,3
saaxiibka,1
saaxiibkaa,1
saaxiibnimo,6
saaxiibtinnimo,3
saaxil,7
saaxir,2
saaxiyo,1
saayadee,1
saayid,4
saayidcalayn,1
saayidcalee,2
saayide,1
saayidi,1
saayidiyee,1
saayir,1
saayiraad,1
saayirid,1
sab,2
saba,9
sabaadkiyo,5
sabaali,1
sabaalin,2
sabaan,6
sabaax,11
sabab,47
sababa,11
sababaan,3
sababada,1
sababaha,10
sababantiyo,5
sababay,2
sababley,3
sababna,1
sababo,3
sababoo,1
sababta,21
sababtaa,7
sababtay,4
sababteeda,1
sababtii,7
sababto,1
sababtoo,1
sababtu,2
sababtuna,1
sabad,1
sabada,11
sabadii,3
sabadka,1
sabahee,1
sabalxumaad,1
saban,15
sabanada,3
sabanadii,3
sabaniyo,1
sabankan,9
sabankani,1
sabankii,11
sabanku,1
sabannana,1
sabar,12
sabarad,1
sabarhindi,1
sabarka,2
sabarkaaga,1
sabarsii,2
sabarsiin,1
sabarsiis,1
sabatabbax,2
sabatabbixi,1
sabatabbixid,1
sabay,1
sabaysaa,1
sabbaar,1
sabbaax,2
sabbac,1
sabbakh,1
sabbakhan,1
sabbakhnaan,1
sabbakhnaansho,1
sabbatee,1
sabbato,1
sabbayn,3
sabbaynaya,1
sabbays,1
sabbee,1
sabbeeya,4
sabbeeyee,1
sabbur,2
sabburid,1
sabbuux,1
sabci,2
sabcin,3
sabcis,1
sabedka,3
sabee,1
sabeen,3
sabeenoo,1
sabeenta,3
sabeenxir,3
sabeenxirid,1
sabeeyeen,1
sabeeyey,1
saben,1
sabenadan,1
sabi,13
sabiga,3
sabigiyo,1
sabiib,6
sabiil,1
sabiisha,5
sabiix,3
sabinoo,1
sabir,7
sabo,12
sabodaad,1
sabool,28
sabooleeysan,1
saboolid,1
saboolka,3
saboolkoo,1
saboolnimo,4
sabooloo,1
sabooloobid,1
saboolow,1
sabooow,11
sabootiga,1
sabraa,1
sabraaye,1
sabri,2
sabrid,2
sabrin,1
sabtay,1
sabuubo,1
sabuul,19
sabuulka,9
sabuurad,1
sabuuro,1
sac,31
saca,2
sacaabo,7
sacaadaay,3
sacaado,1
sacab,61
sacaba,3
sacabada,29
sacabadaa,1
sacabadana,1
sacabadey,3
sacabadii,3
sacabba,1
sacabbada,4
sacabbee,1
sacabbo,1
sacabka,30
sacabkaa,5
sacabmadoobaado,1
sacabo,1
sacabso,1
sacabtun,1
sacad,9
sacadaan,1
sacaf,1
sacba,1
sacbi,1
sacbin,1
sacbis,1
sacdiya,1
sacdiyaay,5
sacfaraan,1
sacidyaay,1
sacii,2
saciid,3
saciira,1
sacna,3
saco,1
sacoobaan,1
sacsac,1
sacsacan,2
sacsacnaan,1
sacsacnaansho,1
sad,55
sada,5
sadaal,5
sadaalada,7
sadaash,7
sadaasha,7
sadaashaa,1
sadaashu,1
sadaay,3
sadaq,1
sadaqayn,3
sadaqays,1
sadaqaysad,1
sadaqaysasho,2
sadaqaysi,1
sadaqayso,1
sadaqee,2
sadaqo,11
sadar,4
sadaradan,1
sadarda,1
sadarka,1
sadarkaadse,1
sadarkaagii,1
sadarraysan,1
sadarraysnaan,1
sadarraysnaansho,1
sadarree,1
sadarreyn,1
sadarreys,1
sadarro,1
sadax,2
saday,620
sadcaal,2
sadcaalid,1
saddaba,3
saddan,1
saddaqayn,1
saddaqays,1
saddaqee,1
saddaqo,3
sadday,1
saddex,112
saddexaad,47
saddexagal,6
saddexan,2
saddexda,22
saddexdaba,1
saddexdhudood,1
saddexdiisa,1
saddexeysad,1
saddexeysasho,2
saddexeysi,1
saddexeyso,1
saddexgees,2
saddexjibbaar,1
saddexjibbaaran,2
saddexjibbaarane,1
saddexjibbaarnaan,1
saddexjibbaaro,1
saddexlaab,1
saddexnaan,1
saddexnaansho,1
saddexqad,1
saddexqayd,1
saddexsuulley,2
saddexxagal,10
saddexxagallo,4
sade,11
sadee,3
sadeen,1
sadex,45
sadexdu,9
sadey,1
sadh,7
sadhee,1
sadheeyn,1
sadho,1
sadhuu,1
sadhyoo,3
sadka,1
sadkaagiina,1
sadkayga,11
sadkeed,5
sadkeenii,1
sadkey,1
sadkeygii,1
sadkii,5
sadkiisaa,7
sadkiisiiye,1
sadkoodii,1
sadku,3
sadkuu,3
sadna,1
sadnololeedka,1
sado,1
sadqaadaan,3
sadqee,1
sadqeyseen,1
sadqiyey,1
sadriga,13
sadrigaaga,5
sadrigeega,3
sadrigey,3
sadrigu,1
sadroonaatoo,1
sadroonbaa,1
saeed,1
saf,12
safaad,5
safaaday,3
safaade,1
safaal,1
safaarad,2
safaaro,1
safad,1
safafkiisa,1
safaleeti,1
safan,6
safar,48
safarka,3
safarkii,1
safarrada,2
safarro,2
safasho,3
safayn,1
safaysan,2
safaysmid,1
safaysnaansho,1
safaystaa,3
safee,1
safid,3
safigii,1
safiih,3
safiir,1
safiito,1
safiyaay,9
safka,2
safkii,1
safmar,1
safnaan,1
safnaansho,1
safo,2
safrad,1
safradaysan,1
safradaysnaan,1
safradaysnaansho,1
safrat,1
safri,1
safrid,5
safridda,1
safrihaayee,3
saga,3
sagaal,40
sagaalaad,7
sagaalaysi,1
sagaalka,8
sagaaloo,3
sagaarada,18
sagaaradu,1
sagaariyo,3
sagaaro,2
sagaashamaad,1
sagaashameeye,4
sagaashameeyo,1
sagaashan,2
sagaashana,3
sagaashanaad,1
sagaashaneeye,1
sagaashaneeyo,1
sagal,82
sagala,1
sagaliyo,3
sagalka,7
sagalkacey,1
sagalkee,1
sagalkii,7
sagalkiyo,1
sagalku,5
sagalla,1
sagalyaroo,3
sagli,1
sagooti,2
sagootin,2
sagootiya,1
sagootiyey,7
sagootiyid,5
sagootiyo,1
sagootyey,1
sagsaag,28
sagsaaga,1
sagsaagan,1
sagsaagiyo,3
sagsaagnaan,1
sagsaagnaansho,1
sagsaago,1
sagsaagtoo,1
sagxad,2
sah,5
sahaaw,7
sahaayayee,1
sahaayee,1
sahal,125
sahalay,3
sahalka,1
sahalkaana,3
sahalkii,3
sahalna,3
sahalyahay,1
sahami,1
sahamin,4
sahamineysey,3
sahaminta,2
sahamis,1
sahamisaa,1
sahamiyaayoo,3
sahamiyaayoon,3
sahamiyey,1
sahan,48
sahanee,1
sahanka,12
sahankaan,3
sahankaba,1
sahankayagu,1
sahankaygu,3
sahankii,5
sahankiisa,1
sahanku,1
sahanqaadan,1
sahansaday,11
sahansadey,1
sahansan,1
sahansanaan,1
sahansanaansho,1
sahansaneysee,1
sahansday,3
sahanshaa,1
sahanso,4
sahantagey,1
sahashadoon,1
sahashanaayee,5
sahashanaysaa,1
sahashataa,1
sahashigaagiyo,1
sahasho,1
sahaw,7
sahay,17
sahayasho,1
sahayatoon,3
sahaybaa,3
sahaydaydu,1
sahaydeena,1
sahaydii,1
sahayo,1
sahaysasho,1
sahayso,2
saheeydeedu,3
sahiida,3
sahiyo,1
sahla,2
sahlaa,1
sahlan,38
sahlana,3
sahlanaan,2
sahlanaansho,1
sahlanayn,2
sahlanee,1
sahlanna,1
sahlasho,3
sahlee,7
sahlid,1
sahliwaaga,1
sahliye,3
sahliyee,3
sahlo,2
sahmi,2
sahmiiyaan,1
sahmile,1
sahmin,1
sahmis,1
sahmiskaaga,1
sahmiyaan,1
sahmiyee,1
saho,1
sahra,111
sahro,153
sahwi,12
sahwiga,7
sahwigii,3
sahwigiyo,3
sahwigu,5
sahwin,1
sahwina,3
sahwinayee,3
sahwisan,1
sahwisanaan,1
sahwisanaansho,1
sahwisii,1
sahwiyaay,7
sahwiyayoo,1
sahwiyayoon,1
sahwiyid,1
sahwiyin,1
sahwiyiyo,1
sahwiyoo,11
said,15
saiyo,3
sajaayad,1
sajaro,1
sak,1
sakaar,1
sakaaradii,1
sakaaradu,1
sakaarka,2
sakaatiyey,3
sakad,2
sakadaha,1
sakadoo,1
sakadooda,1
sakal,3
sakalid,1
sakaraad,10
sakaraadaya,1
sakaraadid,2
sakaraadku,1
sakareed,1
sakataan,3
sakati,1
sakatin,1
sakatisan,1
sakatisanaan,1
sakatisanaansho,1
sakatiyid,1
sakee,1
sakeysad,1
sakeysasho,5
sakeysi,1
sakeyso,2
sakhraami,1
sakhraamin,2
sakhraamis,1
sakhraamo,2
sakhraan,3
sakhraansan,2
sakhraansanaan,2
sakhraansanaansho,1
sakhradeysan,1
sakhradeysnaan,1
sakhradi,2
sakiin,5
sakiir,1
sakiiro,3
sako,2
sakow,7
sal,84
salaad,133
salaada,3
salaadaan,3
salaadda,12
salaaddii,3
salaaddiina,3
salaadii,3
salaadiyo,7
salaadu,1
salaaduu,1
salaaf,1
salaam,3
salaama,5
salaamaa,5
salaamaan,3
salaamaco,1
salaamad,1
salaamaha,1
salaaman,3
salaamay,1
salaamee,1
salaamid,5
salaamin,1
salaamine,1
salaamiyo,5
salaamo,5
salaamoon,3
salaamu,3
salaan,64
salaanka,7
salaannee,2
salaanta,24
salaantaada,5
salaanteen,3
salaanteyda,1
salaantii,1
salaantiyo,3
salaantuna,3
salaasa,1
salaasada,3
salaatulqasri,1
salaax,6
salaaxa,15
salaaxaan,1
salaaxan,2
salaaxasho,1
salaaxay,9
salaaxdey,7
salaaxee,3
salaaxid,6
salaaxidda,2
salaaxnaan,1
salaaxnaansho,1
salaaxo,3
salab,1
salaban,1
salabee,1
salad,19
saladaan,3
saladi,1
salagle,1
salal,10
salalaa,9
salalay,1
salalayoo,1
salali,2
salalid,1
salalin,1
salalisaayoo,1
salaliyaa,1
salalka,2
salaloo,1
salalsan,1
salalsanaan,1
salalsanaansho,1
salammadle,1
salan,3
salashoo,1
salaw,11
salawaadka,1
salawga,1
salax,21
salaxeen,1
salayn,1
salays,1
salaysan,14
salaysnaan,1
salaysnaansho,1
salbuko,2
saldanab,21
saldanabka,10
saldanabyada,2
saldanad,2
saldhig,12
saldhiga,2
saldhigay,15
saldhigayee,7
saldhigaygu,1
saldhigbaad,1
saldhigeedu,1
saldhiggooda,1
saldhigi,1
saldhigihii,1
saldhigii,1
saldhigyo,1
saleban,99
salee,1
saleebaan,3
saleed,2
saleedka,1
saleedyada,1
saleelmac,1
salelin,1
saleshaan,1
saleynayo,1
saleysan,6
salfaydh,2
salfoodeed,1
salfudayd,2
salfudaydku,1
salfudaydna,1
salfudeydi,3
salfudeydiyo,1
salfudud,1
salfududaa,1
salfududaan,3
salfududaansho,1
salgaadhee,1
salgaadhinee,5
salgaar,1
salgaarid,2
salgaarinee,3
salgan,1
salguur,1
salguurin,7
salguurisood,11
salguuro,5
salguurro,7
salid,1
salidayee,1
saligaan,3
saligeyga,1
saliid,34
saliida,3
saliidda,8
saliidee,1
saliideyn,1
saliideys,1
saliidii,2
saliig,1
saliilyo,1
saliilyoo,1
saliimbibanji,3
saliimbibiish,2
saliimbicaddaan,1
saliimbijoohaar,1
saliimbishiish,1
saliimbiyeeg,1
salim,5
salka,78
salkeeda,1
salkeediyo,5
salkii,1
salkiis,4
salkiisa,22
salkiisu,6
salkood,1
salkooda,2
salkoodu,1
salkordhiye,1
salku,1
sallaamo,1
sallaan,4
sallaanka,1
sallaatulqasri,1
sallad,3
salladan,2
salladnaan,1
sallax,34
sallaxa,7
sallaxbarafeed,1
sallaxyada,2
salleelli,2
salleellinimo,1
salleelo,1
salli,7
sallid,1
sallidan,1
sallidid,1
sallim,2
sallimid,1
sallixid,1
salliya,5
salliyid,1
salmaay,1
saloog,2
saloogan,2
saloogid,1
saloognaan,1
saloognaansho,1
saloognaato,1
salool,9
saloolad,2
saloolan,1
saloolanayaan,1
saloolasho,2
saloolid,1
saloolo,2
salooshaan,1
saloow,1
salow,5
salowga,1
saluug,8
saluuga,7
saluugaay,3
saluugey,3
saluugid,4
saluugin,5
saluugine,7
saluuginee,3
saluugiyo,3
saluugla,1
saluuglaay,21
saluugmo,2
saluugoo,3
saluugsan,3
saluugsanaan,1
saluugsanaansho,1
saluugsantee,1
saluugt,1
saluugtaba,1
saluugtay,3
saluugtayaa,5
saluul,1
salwi,1
salxaale,6
salxanyo,2
salxo,1
sama,17
samaa,11
samaad,9
samaada,1
samaadaa,3
samaadaan,1
samaadii,1
samaadkii,1
samaado,1
samaan,19
samaaney,1
samaaniyo,7
samaansho,1
samaanta,3
samaantaada,5
samaantee,1
samaanteeda,19
samaantii,1
samaantiiye,3
samaantiyo,3
samaantoo,1
samaantood,3
samaanyee,3
samaanyo,2
samaataa,7
samaatahey,1
samaatey,1
samaatidu,1
samaatiyo,1
samaatoo,3
samaayihii,1
samaayoon,3
samabaxaan,1
samabixi,3
samada,31
samadaa,5
samadaad,1
samaddaa,1
samadee,3
samadii,1
samadiid,1
samadiyo,1
samadki,1
samadu,9
samaduu,1
samafaadka,1
samafal,4
samafalid,1
samafalka,1
samafashay,1
samaha,21
samahaa,3
samahana,3
samahaynu,1
samahee,3
samaheena,1
samaheenan,3
samal,1
samalaha,1
samaloho,1
saman,3
samanadan,5
samaneey,1
samanka,1
samankaanaan,3
samanku,1
samano,7
samantaa,5
samar,1
samata,1
samatabbax,3
samatabbixi,2
samatabbixid,3
samatabbixin,1
samatabixid,2
samatabixin,2
samatar,1
samater,3
samato,1
samawadaan,1
samaxaan,1
samay,5
samayada,2
samayda,1
samaydii,1
samayn,304
samaynaayo,2
samaynayo,14
samayne,1
samaynine,5
samaynta,11
samayntiisa,7
samayntooda,17
samayo,5
samays,3
samaysa,9
samaysaa,4
samaysaaba,1
samaysad,1
samaysan,322
samaysanka,3
samaysankooda,1
samaysanoo,1
samaysanta,12
samaysantahay,3
samaysantay,4
samaysanyahay,5
samaysanyihiin,6
samaysanyoo,3
samaysasho,40
samaysata,1
samaysay,16
samaysiyo,1
samayska,7
samayskaaga,1
samayskooda,1
samaysma,27
samaysmaa,2
samaysmaan,4
samaysmay,11
samaysmo,4
samaysnaan,1
samaysnaansho,1
samayso,24
samaysta,1
samaystaa,1
samaystaan,1
samaystay,1
samaystee,5
samaysteene,1
samaysto,10
samaystoo,1
samaystuu,3
sambab,2
sambabada,26
sambabadiyo,3
sambabadu,1
sambabka,3
sambabkeygan,1
sambabkeygu,3
sambac,1
sambacaraar,1
sambacaroor,1
samboor,1
sambrigaa,1
sambuuq,2
sambuuqo,2
sambuus,1
sambuuse,1
sambuusi,2
samcan,1
samcanaan,1
samcanaansho,1
same,1
samee,8
sameecaddaa,1
sameey,1
sameeya,66
sameeyaa,22
sameeyaan,80
sameeyana,1
sameeyay,46
sameeye,1
sameeyee,15
sameeyeee,1
sameeyeen,10
sameeyeey,1
sameeyey,92
sameeyiyo,3
sameeyn,1
sameeynayo,2
sameeynoo,1
sameeyo,330
sameeyoo,3
sameeysan,3
sameeysateen,1
sameeyso,2
sameeystee,3
sameyey,3
sameyn,77
sameynaa,5
sameynaya,3
sameynayo,1
sameynee,3
sameynine,9
sameynta,7
sameyntiisa,1
sameyntooda,5
sameyo,1
sameysa,6
sameysaa,2
sameysaba,1
sameysan,44
sameysantahay,1
sameysanyahay,3
sameysasho,4
sameysay,6
sameysma,14
sameysmaa,1
sameysmaan,2
sameysmata,2
sameysmato,1
sameysmo,1
sameyso,6
sameysteen,1
sameystey,7
sameysto,7
sami,8
samida,7
samihii,11
samiil,1
samikra,3
saminkaan,1
samir,125
samirba,1
samirbaa,3
samirbaan,1
samiree,15
samiriyo,1
samirka,3
samirkaa,1
samirkaba,1
samirkee,3
samirkeedu,1
samirki,3
samirkii,9
samirkiyo,5
samirku,5
samirna,1
samiroo,1
samirsan,1
samirsanaan,1
samirsanaansho,1
samirsii,2
samirsiin,4
samirsiis,1
samirsiiso,7
samirtaa,15
samirtaaye,1
samirtayaaba,3
samirtayaana,5
samirtayee,3
samirtee,3
samiyo,3
sammaad,1
sammeeya,1
sammeeyaan,6
sammeeyo,3
sammi,1
sammin,1
sammiyid,1
samo,92
samoo,1
samoolad,1
samow,6
samraa,1
samraaayey,1
samraan,1
samraayee,3
samraayoo,1
samraayoon,5
samree,11
samreyn,3
samreysood,1
samri,18
samrid,4
samrin,1
samrisinti,1
samsam,1
samsameey,1
samsamey,3
samsamkii,1
samsinti,1
samuulad,1
samysan,4
samysma,2
san,26
sana,1
sanaa,5
sanaaciyo,1
sanaag,20
sanaagiyo,7
sanaatee,1
sanaatiyo,1
sanaayoo,9
sanad,20
sanada,3
sanadaan,3
sanadaha,6
sanadahaa,1
sanadahaan,1
sanadahan,3
sanadahanna,1
sanaddiyo,1
sanaddugsiyeedka,1
sanadihii,2
sanadiyo,3
sanadka,14
sanadkaynu,3
sanadkii,8
sanadkiiba,1
sanadkiyo,1
sanadkoo,1
sanado,6
sanadoo,1
sanadood,2
sanagguuro,1
sanan,2
sanayd,4
sanbab,2
sanbabada,7
sanbabadaa,7
sanbabbada,1
sanbabda,1
sanbabkayga,3
sanbabkiyo,1
sanboor,1
sancadooda,1
sancan,1
sancanaan,1
sancanaansho,1
sancayn,2
sancays,1
sancee,1
sanceeya,1
sand,1
sandahnaan,2
sandahnaansho,1
sandaleele,1
sandaleelee,1
sandameeme,1
sanduleeyee,3
sandullaynta,1
sandulle,2
sandullee,1
sandulleyn,1
sandulleys,1
sandulleysan,1
sandulleysnaan,1
sandulleysnaansho,1
sanduuq,8
sanduuqa,7
sanduuqee,1
saneeg,1
saneysaa,1
saneysiyo,1
sangaalle,1
sangal,1
sange,14
sangihiina,1
sangoror,1
sani,1
saniifad,1
saniyo,11
sanka,92
sankeediyo,1
sanku,4
sankuneefle,8
sanmaaye,3
sannaabayn,1
sannaabee,2
sannaabo,1
sannaar,1
sannaari,1
sannad,18
sannadguuro,1
sannadka,15
sannadkii,7
sannadkiiba,2
sannahaabayn,1
sannahaabee,1
sannahaabo,1
sannif,2
sannifaad,1
sannifan,1
sannifnaan,1
sannifnansho,1
sannifo,2
sanno,6
sano,64
sanobaad,1
sanoo,3
sanqaadka,3
sanqaalay,1
sanqada,1
sanqadh,3
sanqadhaba,3
sanqadhiyey,3
sanqadhoodi,1
sanqadhtirasho,1
sanqar,10
sanqari,4
sanqarid,3
sanqarin,2
sanqaroor,4
sanqaroorka,20
sanqaroorkaaga,1
sanqartirad,1
sanqartirasho,1
sanqashaduna,3
sanqo,1
sansaan,1
sansaanka,7
sansaankaagiyo,1
sansaankeedu,1
santaag,1
santahay,3
santahaye,1
santahayoo,1
santay,26
santeec,1
santeeci,1
santeecin,2
santeecis,1
santeecsan,1
santeecsanaan,1
santeecsanaansho,1
santeecsasho,1
santeecso,1
santi,2
santoo,1
santoodaay,1
santu,1
santuukh,2
santuukhee,1
santuuran,1
santuurnaan,1
santuurnaansho,1
sanuud,2
sanuun,1
sanuunad,4
sanuunadaysan,1
sanuunadaysnaan,1
sanuunadaysnaansho,1
sanuunadee,1
sapienza,1
saq,8
saqaaf,3
saqaafaha,3
saqaafe,1
saqaafee,1
saqaafeyn,1
saqaafid,1
saqaf,3
saqafaysad,1
saqafaysasho,2
saqafaysi,1
saqafee,1
saqajaan,2
saqda,39
saqdhexe,3
saqdii,7
saqeysoo,1
saqiir,4
saqiirid,2
saqiirka,3
saqiirnimo,1
saqiirsuuji,1
saqiirsuujis,1
saqlaysee,1
saqle,1
saqlee,1
saqo,1
sar,5
sara,54
saraa,15
saraaba,1
saraad,1
saraadi,1
saraadin,1
saraadis,1
saraar,11
saraaraha,1
saraarogabbalayn,1
saraarogabbalays,1
saraarogabbalee,1
saraarta,3
saraayaha,3
saraayee,1
sarab,2
saraba,1
sarabka,1
sarac,3
saraca,1
saracda,1
saragtay,1
sarahii,1
sarahooda,1
sarajoog,11
sarajooga,1
sarajoogga,3
sarajoogid,1
sarajoogsadee,1
sarajoogsi,1
sarajoogso,1
sarakac,2
sarakacay,3
sarakicid,2
saran,4
saranaoo,3
saranseer,2
saranseeran,3
saranseerku,1
sarantiyo,1
sarar,3
sararaa,1
sararahaaga,1
sararta,9
sarartiyo,5
saray,3
sarayn,5
saraysa,1
saraysaa,17
saraysaay,1
saraysee,5
saraysoo,1
sarbeeb,11
sarbeebid,1
sarbeebta,1
sarbi,1
sarbin,1
sarcan,2
sarcanaan,1
sarcid,1
sarco,2
sardhee,1
sardhinaa,1
sardiin,1
sare,378
sareba,1
saree,11
sareeda,3
sareedaan,5
sareedada,5
sareedee,1
sareediyo,7
sareedka,1
sareedo,11
sareedooy,3
sareen,1
sareentooda,1
sareeraare,1
sareesa,1
sareetee,1
sareetiyo,1
sareey,1
sareeya,5
sareeyaa,3
sareeyaahee,1
sareeyaay,1
sareeyana,5
sareeyee,7
sareeyiyo,1
sareeyo,1
sareeyoo,1
sareyaa,1
sareyee,3
sarfaha,1
